loc,expt,entry,plot,col,row,rep,plantHeight
7,4,178,3864,20,13,2,185
7,4,105,3895,20,14,2,180
7,4,127,3926,20,15,2,190
7,4,157,3554,20,3,2,190
7,4,159,3585,20,4,2,200
7,4,173,3616,20,5,2,215
7,4,57,3647,20,6,2,200
7,4,137,3678,20,7,2,205
7,4,20,3709,20,8,2,210
7,4,37,3740,20,9,2,210
7,4,70,3772,21,10,2,195
7,4,129,3803,21,11,2,195
7,4,15,3834,21,12,2,185
7,4,87,3865,21,13,2,180
7,4,117,3896,21,14,2,180
7,4,5,3927,21,15,2,200
7,4,172,3555,21,3,2,190
7,4,94,3586,21,4,2,180
7,4,135,3617,21,5,2,220
7,4,24,3648,21,6,2,205
7,4,61,3679,21,7,2,205
7,4,151,3710,21,8,2,215
7,4,180,3741,21,9,2,235
7,4,147,3773,22,10,2,200
7,4,86,3804,22,11,2,195
7,4,115,3835,22,12,2,195
7,4,11,3866,22,13,2,180
7,4,60,3897,22,14,2,180
7,4,100,3928,22,15,2,190
7,4,130,3556,22,3,2,185
7,4,97,3587,22,4,2,190
7,4,140,3618,22,5,2,210
7,4,178,3649,22,6,2,205
7,4,9,3680,22,7,2,185
7,4,32,3711,22,8,2,195
7,4,169,3742,22,9,2,208
7,4,92,3774,23,10,2,190
7,4,160,3805,23,11,2,175
7,4,59,3836,23,12,2,200
7,4,180,3867,23,13,2,170
7,4,131,3898,23,14,2,190
7,4,39,3929,23,15,2,185
7,4,178,3557,23,3,2,180
7,4,138,3588,23,4,2,185
7,4,146,3619,23,5,2,180
7,4,149,3650,23,6,2,200
7,4,13,3681,23,7,2,190
7,4,98,3712,23,8,2,210
7,4,96,3743,23,9,2,215
7,4,180,3775,24,10,2,195
7,4,16,3806,24,11,2,175
7,4,118,3837,24,12,2,210
7,4,106,3868,24,13,2,180
7,4,31,3899,24,14,2,170
7,4,43,3930,24,15,2,175
7,4,19,3558,24,3,2,145
7,4,170,3589,24,4,2,175
7,4,63,3620,24,5,2,180
7,4,152,3651,24,6,2,205
7,4,91,3682,24,7,2,180
7,4,175,3713,24,8,2,190
7,4,90,3744,24,9,2,215
7,4,74,3776,25,10,2,180
7,4,163,3807,25,11,2,185
7,4,164,3838,25,12,2,195
7,4,72,3869,25,13,2,205
7,4,158,3900,25,14,2,185
7,4,108,3931,25,15,2,190
7,4,148,3559,25,3,2,155
7,4,177,3590,25,4,2,175
7,4,2,3621,25,5,2,195
7,4,145,3652,25,6,2,190
7,4,179,3683,25,7,2,220
7,4,113,3714,25,8,2,190
7,4,62,3745,25,9,2,195
7,4,142,3777,26,10,2,190
7,4,93,3808,26,11,2,190
7,4,141,3839,26,12,2,200
7,4,1,3870,26,13,2,185
7,4,180,3901,26,14,2,195
7,4,54,3932,26,15,2,185
7,4,18,3560,26,3,2,135
7,4,180,3591,26,4,2,180
7,4,171,3622,26,5,2,180
7,4,38,3653,26,6,2,190
7,4,65,3684,26,7,2,190
7,4,34,3715,26,8,2,180
7,4,73,3746,26,9,2,185
7,4,165,3778,27,10,2,180
7,4,180,3809,27,11,2,185
7,4,25,3840,27,12,2,180
7,4,88,3871,27,13,2,170
7,4,48,3902,27,14,2,175
7,4,50,3933,27,15,2,180
7,4,27,3561,27,3,2,140
7,4,120,3592,27,4,2,175
7,4,167,3623,27,5,2,185
7,4,75,3654,27,6,2,185
7,4,30,3685,27,7,2,190
7,4,71,3716,27,8,2,195
7,4,95,3747,27,9,2,190
7,4,125,3779,28,10,2,200
7,4,29,3810,28,11,2,170
7,4,179,3841,28,12,2,200
7,4,101,3872,28,13,2,145
7,4,168,3903,28,14,2,155
7,4,103,3934,28,15,2,155
7,4,45,3562,28,3,2,155
7,4,161,3593,28,4,2,175
7,4,44,3624,28,5,2,175
7,4,46,3655,28,6,2,170
7,4,42,3686,28,7,2,190
7,4,179,3717,28,8,2,205
7,4,114,3748,28,9,2,190
7,4,14,3780,29,10,2,160
7,4,178,3811,29,11,2,170
7,4,84,3842,29,12,2,100
7,4,35,3873,29,13,2,110
7,4,40,3904,29,14,2,118
7,4,179,3935,29,15,2,120
7,4,76,3563,29,3,2,140
7,4,116,3594,29,4,2,160
7,4,179,3625,29,5,2,195
7,4,156,3656,29,6,2,185
7,4,112,3687,29,7,2,180
7,4,109,3718,29,8,2,180
7,4,80,3749,29,9,2,170
7,4,134,3754,3,10,1,220
7,4,60,3785,3,11,1,185
7,4,25,3816,3,12,1,185
7,4,179,3847,3,13,1,215
7,4,149,3878,3,14,1,170
7,4,177,3909,3,15,1,180
7,4,178,3537,3,3,1,170
7,4,106,3568,3,4,1,185
7,4,79,3599,3,5,1,210
7,4,59,3630,3,6,1,190
7,4,96,3661,3,7,1,185
7,4,78,3692,3,8,1,175
7,4,41,3723,3,9,1,210
7,4,77,3781,30,10,2,155
7,4,53,3812,30,11,2,127
7,4,178,3843,30,12,2,155
7,4,174,3874,30,13,2,120
7,4,132,3905,30,14,2,125
7,4,153,3936,30,15,2,130
7,4,144,3564,30,3,2,130
7,4,7,3595,30,4,2,145
7,4,99,3626,30,5,2,160
7,4,155,3657,30,6,2,155
7,4,10,3688,30,7,2,155
7,4,162,3719,30,8,2,138
7,4,22,3750,30,9,2,150
7,4,85,3782,31,10,2,190
7,4,150,3813,31,11,2,175
7,4,139,3844,31,12,2,180
7,4,119,3875,31,13,2,165
7,4,64,3906,31,14,2,165
7,4,41,3937,31,15,2,175
7,4,67,3565,31,3,2,105
7,4,143,3596,31,4,2,130
7,4,104,3627,31,5,2,140
7,4,107,3658,31,6,2,150
7,4,55,3689,31,7,2,180
7,4,110,3720,31,8,2,190
7,4,178,3751,31,9,2,200
7,4,33,3783,32,10,2,195
7,4,3,3814,32,11,2,205
7,4,52,3845,32,12,2,200
7,4,126,3876,32,13,2,190
7,4,17,3907,32,14,2,170
7,4,122,3938,32,15,2,180
7,4,79,3566,32,3,2,140
7,4,134,3597,32,4,2,130
7,4,28,3628,32,5,2,160
7,4,179,3659,32,6,2,195
7,4,136,3690,32,7,2,195
7,4,68,3721,32,8,2,175
7,4,89,3752,32,9,2,195
7,4,36,3784,33,10,2,205
7,4,154,3815,33,11,2,200
7,4,83,3846,33,12,2,190
7,4,179,3877,33,13,2,190
7,4,111,3908,33,14,2,180
7,4,123,3939,33,15,2,175
7,4,179,3567,33,3,2,120
7,4,12,3598,33,4,2,145
7,4,176,3629,33,5,2,150
7,4,102,3660,33,6,2,180
7,4,82,3691,33,7,2,200
7,4,58,3722,33,8,2,210
7,4,21,3753,33,9,2,210
7,4,179,3755,4,10,1,225
7,4,138,3786,4,11,1,210
7,4,137,3817,4,12,1,195
7,4,56,3848,4,13,1,200
7,4,170,3879,4,14,1,205
7,4,126,3910,4,15,1,205
7,4,167,3538,4,3,1,180
7,4,65,3569,4,4,1,205
7,4,9,3600,4,5,1,205
7,4,1,3631,4,6,1,205
7,4,180,3662,4,7,1,210
7,4,128,3693,4,8,1,190
7,4,7,3724,4,9,1,195
7,4,57,3756,5,10,1,195
7,4,85,3787,5,11,1,210
7,4,50,3818,5,12,1,210
7,4,48,3849,5,13,1,200
7,4,155,3880,5,14,1,175
7,4,147,3911,5,15,1,205
7,4,30,3539,5,3,1,190
7,4,133,3570,5,4,1,215
7,4,139,3601,5,5,1,210
7,4,46,3632,5,6,1,180
7,4,178,3663,5,7,1,200
7,4,125,3694,5,8,1,195
7,4,52,3725,5,9,1,195
7,4,179,3757,6,10,1,235
7,4,21,3788,6,11,1,205
7,4,140,3819,6,12,1,200
7,4,80,3850,6,13,1,180
7,4,180,3881,6,14,1,180
7,4,165,3912,6,15,1,190
7,4,34,3540,6,3,1,170
7,4,179,3571,6,4,1,220
7,4,17,3602,6,5,1,195
7,4,42,3633,6,6,1,205
7,4,102,3664,6,7,1,175
7,4,143,3695,6,8,1,195
7,4,63,3726,6,9,1,185
7,4,37,3758,7,10,1,195
7,4,179,3789,7,11,1,210
7,4,84,3820,7,12,1,190
7,4,131,3851,7,13,1,210
7,4,166,3882,7,14,1,190
7,4,112,3913,7,15,1,210
7,4,2,3541,7,3,1,195
7,4,136,3572,7,4,1,205
7,4,69,3603,7,5,1,215
7,4,121,3634,7,6,1,220
7,4,148,3665,7,7,1,205
7,4,45,3696,7,8,1,200
7,4,26,3727,7,9,1,215
7,4,158,3759,8,10,1,205
7,4,54,3790,8,11,1,195
7,4,62,3821,8,12,1,185
7,4,168,3852,8,13,1,190
7,4,38,3883,8,14,1,205
7,4,24,3914,8,15,1,195
7,4,180,3542,8,3,1,195
7,4,135,3573,8,4,1,205
7,4,31,3604,8,5,1,190
7,4,144,3635,8,6,1,210
7,4,16,3666,8,7,1,190
7,4,178,3697,8,8,1,190
7,4,151,3728,8,9,1,195
7,4,156,3760,9,10,1,185
7,4,107,3791,9,11,1,200
7,4,90,3822,9,12,1,210
7,4,40,3853,9,13,1,195
7,4,98,3884,9,14,1,185
7,4,178,3915,9,15,1,190
7,4,12,3543,9,3,1,190
7,4,157,3574,9,4,1,200
7,4,180,3605,9,5,1,210
7,4,11,3636,9,6,1,185
7,4,47,3667,9,7,1,195
7,4,111,3698,9,8,1,205
7,4,23,3729,9,9,1,210
